Time (seconds since epoch),Temp,Light
1365348016.49,22.3750,296
1365348016.99,22.3750,294
1365348017.49,22.3750,292
1365348017.99,22.3750,287
1365348018.49,22.3125,286
1365348018.99,22.3125,286
1365348019.49,22.3750,286
1365348019.99,22.3750,285
1365348020.49,22.3750,285
1365348020.99,22.3750,285
1365348021.49,22.3750,284
1365348021.99,22.3750,283
1365348022.49,22.3750,283
1365348022.99,22.3750,284
1365348023.49,22.3750,284
1365348023.99,22.3750,284
1365348024.49,22.3750,283
1365348024.99,22.3750,282
1365348025.49,22.3750,282
1365348025.99,22.3750,282
1365348026.49,22.3750,282
1365348026.99,22.3750,281
1365348027.49,22.3750,281
1365348027.99,22.3750,280
1365348028.49,22.3750,280
1365348028.99,22.3750,279
1365348029.49,22.3750,278
1365348029.99,22.3750,279
1365348030.49,22.3750,279
1365348030.99,22.3750,279
1365348031.49,22.3750,278
1365348031.99,22.3750,277
1365348032.49,22.3750,277
1365348032.99,22.3750,276
1365348033.49,22.3750,276
1365348033.99,22.3750,275
1365348034.49,22.3750,274
1365348034.99,22.3750,274
1365348035.49,22.3750,274
1365348035.99,22.3750,274
1365348036.49,22.3750,274
1365348036.99,22.3750,273
1365348037.49,22.3750,273
1365348037.99,22.3750,272
1365348038.49,22.3750,273
1365348038.99,22.3750,272
1365348039.49,22.3750,272
1365348039.99,22.3750,272
1365348040.49,22.3750,272
1365348040.99,22.3750,271
1365348041.49,22.3750,271
1365348041.99,22.3750,270
1365348042.49,22.3750,275
1365348042.99,22.3750,274
1365348043.49,22.3750,274
1365348043.99,22.3750,274
1365348044.49,22.3750,273
1365348044.99,22.3750,273
1365348045.49,22.3750,273
1365348045.99,22.3750,272
1365348046.49,22.3750,272
1365348046.99,22.4375,273
1365348047.49,22.4375,273
1365348047.99,22.3750,273
1365348048.49,22.4375,273
1365348048.99,22.4375,274
1365348049.49,22.3750,279
1365348049.99,22.4375,280
1365348050.49,22.4375,278
1365348050.99,22.3750,278
1365348051.49,22.4375,279
1365348051.99,22.4375,279
1365348052.49,22.4375,279
1365348052.99,22.4375,278
1365348053.49,22.4375,277
1365348053.99,22.3750,277
1365348054.49,22.3750,276
1365348054.99,22.4375,276
1365348055.49,22.4375,276
1365348055.99,22.4375,275
1365348056.49,22.4375,134
1365348056.99,22.4375,276
1365348057.49,22.4375,275
1365348057.99,22.4375,274
1365348058.49,22.4375,273
1365348058.99,22.4375,274
1365348059.49,22.4375,274
1365348059.99,22.4375,273
1365348060.49,22.4375,272
1365348060.99,22.4375,272
1365348061.49,22.4375,271
1365348061.99,22.4375,271
1365348062.49,22.4375,271
1365348062.99,22.4375,270
1365348063.49,22.4375,270
1365348064.0,22.4375,269
1365348064.49,22.4375,269
1365348064.99,22.4375,269
1365348065.49,22.4375,268
1365348065.99,22.4375,268
1365348066.49,22.4375,267
1365348066.99,22.4375,267
1365348067.49,22.4375,266
1365348068.0,22.4375,266
1365348068.5,22.4375,266
1365348068.99,22.4375,265
1365348069.5,22.4375,265
1365348069.99,22.4375,265
1365348070.49,22.4375,264
1365348070.99,22.4375,263
1365348071.5,22.4375,263
1365348071.99,22.4375,262
1365348072.5,22.4375,261
1365348072.99,22.4375,261
1365348073.5,22.4375,261
1365348074.0,22.4375,261
1365348074.49,22.4375,260
1365348075.0,22.4375,259
1365348075.5,22.4375,260
1365348076.0,22.4375,258
1365348076.5,22.4375,258
1365348077.0,22.4375,259
1365348077.5,22.4375,258
1365348078.0,22.4375,257
1365348078.5,22.4375,257
1365348079.0,22.4375,256
1365348079.5,22.4375,256
1365348080.0,22.4375,256
1365348080.5,22.4375,256
1365348081.0,22.4375,255
1365348081.5,22.4375,255
1365348082.0,22.4375,254
1365348082.5,22.4375,254
1365348083.0,22.4375,254
1365348083.5,22.4375,253
1365348084.0,22.4375,253
1365348084.5,22.4375,253
1365348085.0,22.4375,253
1365348085.5,22.4375,253
1365348086.0,22.4375,252
1365348086.5,22.4375,252
1365348087.0,22.4375,252
1365348087.5,22.4375,251
1365348088.0,22.4375,251
1365348088.5,22.4375,251
1365348089.0,22.4375,251
1365348089.5,22.4375,250
1365348090.0,22.4375,250
1365348090.5,22.4375,250
1365348091.0,22.4375,250
1365348091.5,22.4375,249
1365348092.0,22.4375,249
1365348092.5,22.4375,249
1365348093.0,22.4375,248
1365348093.5,22.4375,248
1365348094.0,22.4375,248
1365348094.5,22.4375,248
1365348095.0,22.4375,248
1365348095.5,22.4375,248
1365348096.0,22.4375,248
1365348096.5,22.4375,248
1365348097.0,22.4375,248
1365348097.5,22.4375,248
1365348098.0,22.4375,248
1365348098.5,22.4375,248
1365348099.0,22.4375,248
1365348099.5,22.4375,248
1365348100.0,22.4375,248
1365348100.5,22.4375,248
1365348101.0,22.4375,248
1365348101.5,22.4375,248
1365348102.0,22.4375,249
1365348102.5,22.4375,248
1365348103.0,22.4375,249
1365348103.5,22.4375,249
1365348104.0,22.4375,249
1365348104.5,22.5000,250
1365348105.0,22.5000,249
1365348105.5,22.4375,251
1365348106.0,22.4375,251
1365348106.5,22.4375,251
1365348107.0,22.5000,251
1365348107.5,22.4375,251
1365348108.0,22.4375,252
1365348108.5,22.4375,252
1365348109.0,22.4375,252
1365348109.5,22.4375,253
1365348110.0,22.4375,253
1365348110.5,22.4375,253
1365348111.0,22.4375,255
1365348111.5,22.4375,254
1365348112.0,22.4375,255
1365348112.5,22.4375,256
1365348113.0,22.4375,256
1365348113.5,22.4375,256
1365348114.0,22.4375,257
1365348114.5,22.5000,257
1365348115.0,22.4375,258
1365348115.5,22.4375,258
1365348116.0,22.4375,259
1365348116.5,22.5000,258
1365348117.0,22.4375,260
1365348117.5,22.4375,260
1365348118.0,22.4375,261
1365348118.5,22.5000,261
1365348119.0,22.4375,262
1365348119.5,22.5000,264
1365348120.0,22.4375,264
1365348120.5,22.4375,264
1365348121.0,22.4375,264
1365348121.5,22.5000,266
1365348122.0,22.4375,267
1365348122.5,22.4375,267
1365348123.0,22.4375,267
1365348123.5,22.4375,269
1365348124.0,22.4375,270
1365348124.5,22.4375,271
1365348125.0,22.4375,271
1365348125.5,22.4375,272
1365348126.0,22.5000,272
1365348126.5,22.4375,274
1365348127.0,22.4375,274
1365348127.5,22.4375,274
1365348128.0,22.5000,276
1365348128.5,22.5000,276
1365348129.0,22.4375,277
1365348129.5,22.5000,278
1365348130.0,22.4375,278
1365348130.5,22.4375,279
1365348131.0,22.4375,281
1365348131.5,22.5000,281
1365348132.0,22.5000,281
1365348132.5,22.5000,282
1365348133.0,22.4375,284
1365348133.5,22.5000,285
1365348134.0,22.5000,285
1365348134.5,22.4375,285
1365348135.0,22.4375,286
1365348135.5,22.5000,288
1365348136.0,22.5000,288
1365348136.5,22.5000,289
1365348137.0,22.4375,289
1365348137.5,22.5000,291
1365348138.0,22.5000,292
1365348138.5,22.5000,292
1365348139.0,22.5000,293
1365348139.5,22.5000,293
1365348140.0,22.5000,295
1365348140.5,22.5000,295
1365348141.0,22.5000,296
1365348141.5,22.4375,297
1365348142.0,22.5000,298
1365348142.5,22.5000,298
1365348143.0,22.5000,299
1365348143.5,22.4375,299
1365348144.0,22.5000,300
1365348144.5,22.5000,302
1365348145.0,22.5000,302
1365348145.5,22.5000,303
1365348146.0,22.4375,304
1365348146.5,22.5000,305
1365348147.0,22.5000,306
1365348147.5,22.5000,306
1365348148.0,22.4375,306
1365348148.5,22.5000,306
1365348149.0,22.5000,308
1365348149.5,22.5000,308
1365348150.0,22.5000,309
1365348150.5,22.5000,310
1365348151.0,22.5000,311
1365348151.5,22.5000,310
1365348152.0,22.5000,311
1365348152.5,22.5000,312
1365348153.0,22.5000,313
1365348153.5,22.5000,314
1365348154.0,22.5000,314
1365348154.5,22.5000,314
1365348155.0,22.5000,315
1365348155.5,22.5000,315
1365348156.0,22.5000,316
1365348156.5,22.5000,316
1365348157.0,22.5000,317
1365348157.5,22.5000,318
1365348158.0,22.5000,318
1365348158.5,22.5000,319
1365348159.0,22.5000,318
1365348159.5,22.5000,320
1365348160.0,22.5000,320
1365348160.5,22.5000,320
1365348161.0,22.5000,321
1365348161.5,22.5000,322
1365348162.0,22.5000,322
1365348162.5,22.5000,323
1365348163.0,22.5000,323
1365348163.5,22.5000,324
1365348164.0,22.5000,324
1365348164.5,22.5000,324
1365348165.0,22.5000,324
1365348165.5,22.5000,326
1365348166.0,22.5000,327
1365348166.5,22.5000,327
1365348167.0,22.5000,327
