Time (seconds since epoch),Temp,Light
1365364522.27,22.5000,15
1365364522.77,22.5000,15
1365364523.27,22.5000,15
1365364523.77,22.5000,15
1365364524.27,22.5000,15
1365364524.77,22.5000,15
1365364525.27,22.5000,16
1365364525.77,22.5000,16
1365364526.27,22.5000,16
1365364526.77,22.5000,16
1365364527.27,22.5000,16
1365364527.77,22.5000,16
1365364528.27,22.5000,16
1365364528.77,22.5000,16
1365364529.27,22.5000,16
1365364529.77,22.5000,16
1365364530.27,22.5000,16
1365364530.77,22.5000,16
1365364531.27,22.5000,15
1365364531.77,22.5000,15
1365364532.27,22.5000,15
1365364532.77,22.5000,15
1365364533.27,22.5000,15
1365364533.77,22.5000,15
1365364534.27,22.5000,15
1365364534.77,22.5000,15
1365364535.27,22.5000,16
1365364535.77,22.5000,16
1365364536.27,22.5000,16
1365364536.77,22.5000,16
1365364537.28,22.5000,16
1365364537.77,22.5000,16
1365364538.28,22.5000,16
1365364538.77,22.5000,16
1365364539.27,22.5000,16
1365364539.78,22.5000,16
1365364540.27,22.5000,16
1365364540.78,22.5000,16
1365364541.27,22.5000,15
1365364541.77,22.5000,15
1365364542.28,22.5000,15
1365364542.77,22.5000,15
1365364543.27,22.5000,15
1365364543.78,22.5000,15
1365364544.27,22.5000,16
1365364544.78,22.5000,16
1365364545.28,22.5000,16
1365364545.78,22.5000,16
1365364546.28,22.5000,16
1365364546.78,22.5000,15
1365364547.28,22.5000,15
1365364547.78,22.5000,15
1365364548.28,22.5000,16
1365364548.78,22.5000,16
1365364549.28,22.5000,16
1365364549.78,22.5000,15
1365364550.28,22.5000,15
1365364550.78,22.5000,15
1365364551.28,22.5000,15
1365364551.78,22.5000,16
1365364552.28,22.5000,16
1365364552.78,22.5000,16
1365364553.28,22.5000,16
1365364553.78,22.5000,16
1365364554.28,22.5000,16
1365364554.78,22.5000,16
1365364555.28,22.5000,16
1365364555.78,22.5000,16
1365364556.28,22.5000,16
1365364556.78,22.5000,16
1365364557.28,22.5000,16
1365364557.78,22.5000,16
1365364558.28,22.5000,16
1365364558.78,22.5000,16
1365364559.28,22.5000,16
1365364559.78,22.5000,16
1365364560.28,22.5000,16
1365364560.78,22.5000,16
1365364561.28,22.5000,16
1365364561.78,22.5000,16
1365364562.28,22.5000,16
1365364562.78,22.5000,16
1365364563.28,22.5000,16
1365364563.78,22.5000,16
1365364564.28,22.5000,15
1365364564.78,22.5000,15
1365364565.28,22.5000,15
1365364565.78,22.5000,15
1365364566.28,22.5000,16
1365364566.78,22.5000,16
1365364567.28,22.5000,16
1365364567.78,22.5000,16
1365364568.28,22.5000,16
1365364568.78,22.5000,16
1365364569.28,22.5000,16
1365364569.78,22.5000,16
1365364570.28,22.5000,16
1365364570.78,22.5000,16
1365364571.28,22.5000,16
1365364571.78,22.5000,16
1365364572.28,22.5000,15
1365364572.78,22.5000,15
1365364573.28,22.5000,15
1365364573.78,22.5000,15
1365364574.28,22.5000,15
1365364574.78,22.5000,15
1365364575.28,22.5000,16
1365364575.78,22.5000,16
1365364576.28,22.5000,16
1365364576.78,22.5000,16
1365364577.28,22.5000,16
1365364577.78,22.5000,16
1365364578.28,22.5000,16
1365364578.78,22.5000,15
1365364579.28,22.5000,15
1365364579.78,22.5000,16
1365364580.28,22.5000,16
1365364580.78,22.5000,16
1365364581.28,22.5000,16
1365364581.78,22.5000,16
1365364582.28,22.5000,16
1365364582.78,22.5000,16
1365364583.28,22.5000,16
1365364583.78,22.5000,16
1365364584.28,22.5000,16
1365364584.78,22.5000,16
1365364585.28,22.5000,16
1365364585.78,22.5000,16
1365364586.28,22.5000,16
1365364586.78,22.5000,16
1365364587.28,22.5000,16
1365364587.78,22.5000,16
1365364588.28,22.5000,16
1365364588.78,22.5000,16
1365364589.28,22.5000,16
1365364589.78,22.5000,16
1365364590.28,22.5000,16
1365364590.78,22.5000,16
1365364591.28,22.5000,16
1365364591.78,22.5000,16
1365364592.28,22.5000,16
1365364592.78,22.5000,16
1365364593.28,22.5000,16
1365364593.78,22.5000,15
1365364594.28,22.5000,15
1365364594.78,22.5000,15
1365364595.28,22.5000,15
1365364595.78,22.5000,15
1365364596.28,22.5000,16
1365364596.78,22.5000,16
1365364597.28,22.5000,16
1365364597.78,22.5000,16
1365364598.28,22.5000,16
1365364598.78,22.5000,16
1365364599.28,22.5000,16
1365364599.78,22.5000,15
1365364600.28,22.5000,15
1365364600.78,22.5000,15
1365364601.28,22.5000,15
1365364601.78,22.5000,15
1365364602.28,22.5000,15
1365364602.78,22.5000,15
1365364603.28,22.5000,15
1365364603.78,22.5000,15
1365364604.28,22.5000,16
1365364604.78,22.5000,16
1365364605.28,22.5000,16
1365364605.78,22.5000,16
1365364606.28,22.5000,16
1365364606.78,22.5000,16
1365364607.28,22.5000,16
1365364607.78,22.5000,16
1365364608.28,22.5000,16
1365364608.78,22.5000,16
1365364609.28,22.5000,16
1365364609.78,22.5000,16
1365364610.28,22.5625,16
1365364610.78,22.5000,16
1365364611.28,22.5000,16
1365364611.78,22.5000,16
1365364612.28,22.5000,16
1365364612.78,22.5000,16
1365364613.28,22.5000,16
1365364613.78,22.5000,16
1365364614.28,22.5000,16
1365364614.78,22.5000,16
1365364615.28,22.5625,16
1365364615.78,22.5000,16
1365364616.28,22.5000,16
1365364616.78,22.5000,16
1365364617.28,22.5625,16
1365364617.78,22.5000,16
1365364618.28,22.5000,16
1365364618.78,22.5000,16
1365364619.28,22.5000,16
1365364619.78,22.5000,16
1365364620.28,22.5000,16
1365364620.78,22.5000,16
1365364621.28,22.5000,16
1365364621.78,22.5000,16
1365364622.28,22.5000,16
1365364622.78,22.5000,16
1365364623.28,22.5000,16
1365364623.78,22.5000,16
1365364624.28,22.5000,16
1365364624.78,22.5000,16
1365364625.28,22.5000,16
1365364625.78,22.5000,16
1365364626.28,22.5000,16
1365364626.78,22.5000,16
1365364627.28,22.5000,16
1365364627.78,22.5625,16
1365364628.28,22.5000,16
1365364628.78,22.5000,16
1365364629.28,22.5000,16
1365364629.78,22.5000,16
1365364630.28,22.5625,16
1365364630.78,22.5000,16
1365364631.28,22.5000,16
1365364631.78,22.5000,16
1365364632.28,22.5000,16
1365364632.78,22.5000,16
1365364633.28,22.5000,16
1365364633.78,22.5000,16
1365364634.28,22.5000,16
1365364634.78,22.5000,16
1365364635.28,22.5000,16
1365364635.78,22.5000,16
1365364636.28,22.5000,16
1365364636.78,22.5625,16
1365364637.28,22.5000,16
1365364637.78,22.5000,16
1365364638.28,22.5000,16
1365364638.78,22.5000,16
1365364639.28,22.5000,16
1365364639.78,22.5000,16
1365364640.28,22.5625,16
1365364640.78,22.5000,16
1365364641.28,22.5625,16
1365364641.78,22.5000,16
1365364642.28,22.5000,16
1365364642.78,22.5000,16
1365364643.28,22.5000,16
1365364643.78,22.5625,16
1365364644.28,22.5000,16
1365364644.78,22.5000,16
1365364645.28,22.5000,16
1365364645.78,22.5000,16
1365364646.28,22.5000,16
1365364646.78,22.5625,15
1365364647.28,22.5000,15
1365364647.78,22.5000,15
1365364648.28,22.5000,15
1365364648.78,22.5000,15
1365364649.28,22.5000,15
1365364649.78,22.5000,16
1365364650.28,22.5000,16
1365364650.78,22.5000,16
1365364651.28,22.5000,16
1365364651.78,22.5000,16
1365364652.28,22.5000,16
1365364652.78,22.5000,16
1365364653.28,22.5000,16
1365364653.78,22.5625,16
1365364654.28,22.5000,16
1365364654.78,22.5000,16
1365364655.28,22.5000,16
1365364655.78,22.5625,16
1365364656.28,22.5000,16
1365364656.78,22.5000,16
1365364657.28,22.5000,16
1365364657.78,22.5000,16
1365364658.28,22.5000,16
1365364658.78,22.5000,16
1365364659.28,22.5000,16
1365364659.78,22.5000,16
1365364660.28,22.5000,16
1365364660.78,22.5000,16
1365364661.28,22.5000,16
1365364661.78,22.5000,16
1365364662.28,22.5000,16
1365364662.78,22.5000,16
1365364663.28,22.5000,16
1365364663.78,22.5625,16
1365364664.28,22.5625,16
1365364664.78,22.5000,16
1365364665.28,22.5000,16
1365364665.78,22.5000,16
1365364666.28,22.5625,16
1365364666.78,22.5000,16
1365364667.28,22.5625,16
1365364667.78,22.5000,16
1365364668.28,22.5000,16
1365364668.79,22.5000,16
1365364669.29,22.5625,16
1365364669.79,22.5000,16
1365364670.29,22.5625,16
1365364670.79,22.5000,16
1365364671.29,22.5000,16
1365364671.78,22.5000,16
1365364672.29,22.5625,16
